pt,title,lokasi,gaji,level,pendidikan,tipePekerjaan,url,posteDate
"TOKO ABDULLAH MUSTAFA CENTRE",Security,"Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/pekerjaan-umum/satpam-security/security-toko-abdullah-mustafa-centre-jakarta-pusat.html,"Posted Date: April 29, 2024"
"PT Way Livestock Indonesia",Administrasi,"Jakarta Selatan","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/staf-admin/administrasi-pt-way-livestock-indonesia-jakarta-selatan.html,"Posted Date: April 29, 2024"
"RE/MAX GREEN HOUSE","Marketing Komunikasi","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/property-real-estate/marketing-komunikasi-re-max-green-house-jakarta-barat.html,"Posted Date: April 29, 2024"
"PT. HERBAL MURNI INDONESIA","Sales Promotion Girl (SPG)","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/ritel/asisten-ritel/sales-promotion-girl-spg-pt-herbal-murni-indonesia-jakarta-utara.html,"Posted Date: April 29, 2024"
"ERLAZET CHARITY","Social Media Specialist","Jakarta Timur","Rp.1 - 2 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/pemasaran/pemasaran-digital/social-media-specialist-erlazet-charity-jakarta-timur.html,"Posted Date: April 27, 2024"
"PT. MITRA EKA PERSADA","Sales Marketing","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/penjualan/pengembangan-bisnis/sales-marketing-pt-mitra-eka-persada-jakarta-barat.html,"Posted Date: April 27, 2024"
"PT Sentra Brosis Indojaya","Staff Admin Gudang","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/transportation-logistics/warehouse/staff-admin-gudang-pt-sentra-brosis-indojaya-jakarta-pusat-5.html,"Posted Date: April 27, 2024"
"PT. Graha Medika Pratama",Frontliner,"Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/customer-care/resepsionis/frontliner-pt-graha-medika-pratama-jakarta-timur.html,"Posted Date: April 27, 2024"
"Mojiyama Florist","Staff Pramuniaga Toko","Jakarta Barat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/ritel/asisten-ritel/staff-pramuniaga-toko-mojiyama-florist-jakarta-barat.html,"Updated:  April 29, 2024"
"PT. AKS TOOLS","Admin Marketing","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/administrasi-penjualan/admin-marketing-pt-aks-tools-jakarta-utara.html,"Posted Date: April 27, 2024"
"Mojiyama Florist","Staff Warehouse","Jakarta Barat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/transportation-logistics/warehouse/staff-warehouse-mojiyama-florist-jakarta-barat.html,"Updated:  April 29, 2024"
"PT Amanusa Telemedia Mahardika","New Account Research","Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/ritel/asisten-ritel/new-account-research-pt-amanusa-telemedia-mahardika-jakarta-selatan.html,"Posted Date: April 27, 2024"
"PT. Zen Mitra Niaga","Marketplace Ads Specialist","Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/pemasaran-digital/marketplace-ads-specialist-pt-zen-mitra-niaga-jakarta-utara-2.html,"Posted Date: April 26, 2024"
"PT. Saudara Panca Sejati","Sales Lapangan","Jakarta Barat","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/ritel/asisten-ritel/sales-lapangan-pt-saudara-panca-sejati-jakarta-barat.html,"Posted Date: April 26, 2024"
"PT Prima Indo Grafika","Drafter Pola Box","Jakarta Barat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/desain-arsitektur/desain-industri/drafter-pola-box-pt-prima-indo-grafika-jakarta-barat.html,"Posted Date: April 26, 2024"
"PT. Edukasi Star Indonesia (member of PesonaEdu)",Marketing,"Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/komunikasi-pemasaran/marketing-pt-edukasi-star-indonesia-member-of-pesonaedu-jakarta-timur.html,"Posted Date: April 26, 2024"
"LUXUS HOLIDAY","Travel Consultant","Jakarta Timur","Rp.5 – 6 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/hospitality-travel/travel-consultant/travel-consultant-luxus-holiday-jakarta-timur.html,"Posted Date: April 26, 2024"
"SAGITARIUS OFFSET PRINTING","Operator Mesin Cetak Heidelberg","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/pabrik-dan-manufaktur/operator-mesin/operator-mesin-cetak-heidelberg-sagitarius-offset-printing-jakarta-utara.html,"Posted Date: April 26, 2024"
"PT LAMANDAU SUBUR SEJAHTERA","Personal Assistant","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/asisten-pribadi/personal-assistant-pt-lamandau-subur-sejahtera-jakarta-barat.html,"Posted Date: April 26, 2024"
"SAGITARIUS OFFSET PRINTING","Supir Direksi","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/transportation-logistics/driver/supir-direksi-sagitarius-offset-printing-jakarta-utara.html,"Posted Date: April 26, 2024"
"Senopati Skin Center","Teknisi Maintenance Gedung","Jakarta Selatan","Rp.3 – 4 Juta","Supervisor / Coordinator",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/teknik/elektro/teknisi-maintenance-gedung-senopati-skin-center-jakarta-selatan.html,"Posted Date: April 26, 2024"
"RAMEN BEAST PIK","Server / Waiter","Jakarta Selatan","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/restaurant/waitress/server-waiter-ramen-beast-pik-jakarta-selatan.html,"Posted Date: April 26, 2024"
"PT Abadi Baru Teknikatama","Sales Account","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/penjualan/akun-dan-relasi/sales-account-pt-abadi-baru-teknikatama-jakarta-utara.html,"Posted Date: April 26, 2024"
"Kidsworld Play and Learn","Public Relation","Jakarta Pusat","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/public-relation-humas/public-relation-kidsworld-play-and-learn-jakarta-pusat.html,"Posted Date: April 26, 2024"
"PT DIAMOND MACHINERY INDONESIA",Supir,"Jakarta Barat","Rp.1 - 2 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/transportation-logistics/driver/supir-pt-diamond-machinery-indonesia-jakarta-barat.html,"Posted Date: April 26, 2024"
"PT INTINUSA MITRA SUKSES","Pengurus Armada / Mobil","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/transportation-logistics/driver/pengurus-armada-mobil-pt-intinusa-mitra-sukses-jakarta-utara.html,"Posted Date: April 26, 2024"
"RAMEN BEAST PIK","Cook Helper","Jakarta Selatan","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/restaurant/helper-kitchen/cook-helper-ramen-beast-pik-jakarta-selatan.html,"Posted Date: April 26, 2024"
"PT Cahaya Mitra Cendekia","Operator Press Sublim","Jakarta Utara","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/pabrik-dan-manufaktur/operator-mesin/operator-press-sublim-pt-cahaya-mitra-cendekia-jakarta-utara.html,"Posted Date: April 26, 2024"
"RE/MAX GREEN HOUSE","Photografer Profesional","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/seni-multimedia-komunikasi/fotografer/photografer-profesional-re-max-green-house-jakarta-barat.html,"Posted Date: April 26, 2024"
"PT. Aru Indonesia","Pengawas Proyek","Jakarta Selatan","Rp.3 – 4 Juta","Supervisor / Coordinator",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/konstruksi-dan-bangunan/site-supervisor/pengawas-proyek-pt-aru-indonesia-jakarta-selatan.html,"Posted Date: April 26, 2024"
"PT. Anugrah Irka Sejahtera","Kurir Dokumen","Jakarta Utara","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/transportation-logistics/kurir/kurir-dokumen-pt-anugrah-irka-sejahtera-jakarta-utara.html,"Posted Date: April 26, 2024"
"PT. AMPM Healthcare Indonesia","Sales Executive","Jakarta Barat","Rp.5 – 6 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/penjualan/konsultan-penjualan/sales-executive-pt-ampm-healthcare-indonesia-jakarta-barat.html,"Posted Date: April 25, 2024"
"Kelingan Ngopi",Barista,"Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/restaurant/barista/barista-kelingan-ngopi-jakarta-utara.html,"Posted Date: April 25, 2024"
"PT. Zen Mitra Niaga","Host Live","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/penjualan/e-commerce/host-live-pt-zen-mitra-niaga-jakarta-utara.html,"Posted Date: April 25, 2024"
"Aiomedia Advertising Agency","Magang Marketing Communication","Jakarta Selatan","Rp.1 - 2 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/komunikasi-pemasaran/magang-marketing-communication-aiomedia-advertising-agency-jakarta-selatan.html,"Posted Date: April 25, 2024"
"PT HAICHUAN HEAVY INDUSTRY","Penerjemah Mandarin (  中文翻译人員  )","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/seni-multimedia-komunikasi/penerjemah/penerjemah-mandarin-%e4%b8%ad%e6%96%87%e7%bf%bb%e8%af%91%e4%ba%ba%e5%93%a1-pt-haichuan-heavy-industry-jakarta-utara.html,"Posted Date: April 25, 2024"
"Sempoa SIP TC Rajawali","Tenaga Pengajar Sempoa","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pendidikan-pelatihan/tutor-instruktur/tenaga-pengajar-sempoa-sempoa-sip-tc-rajawali-jakarta-pusat.html,"Posted Date: April 25, 2024"
"PT. RAJAWALI LINTAS SAMUDERA","Sales Representative EMKL","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/penjualan/akun-dan-relasi/sales-representative-emkl-pt-rajawali-lintas-samudera-jakarta-utara.html,"Posted Date: April 25, 2024"
"Jatiluhur Glass",Administrasi,"Jakarta Utara","Rp.1 - 2 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/staf-admin/administrasi-jatiluhur-glass-jakarta-utara.html,"Posted Date: April 25, 2024"
"Amaranggana Batik","Digital Marketing","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/pemasaran-digital/digital-marketing-amaranggana-batik-jakarta-selatan.html,"Posted Date: April 25, 2024"
"Rinanti Moslem Wear","Host Live Streaming","Jakarta Selatan",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/penjualan/e-commerce/host-live-streaming-rinanti-moslem-wear-jakarta-selatan.html,"Posted Date: April 25, 2024"
"TRUSCEL CAPITAL",Secretary,"Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/asisten-pribadi/secretary-truscel-capital-jakarta-pusat.html,"Posted Date: April 25, 2024"
"APARTEMEN PONDOK KLUB VILA III",Satpam,"Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/pekerjaan-umum/satpam-security/satpam-apartemen-pondok-klub-vila-iii-jakarta-selatan.html,"Posted Date: April 25, 2024"
"Kidsworld Play and Learn","Staff Kurir / Driver Motor","Jakarta Pusat","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM",Freelance,https://www.loker.id/transportation-logistics/kurir/staff-kurir-driver-motor-kidsworld-play-and-learn-jakarta-pusat.html,"Posted Date: April 25, 2024"
"PT TOTAL SOLUSINDO MESIN","Sales Executive","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/penjualan/konsultan-penjualan/sales-executive-pt-total-solusindo-mesin-jakarta-barat.html,"Posted Date: April 25, 2024"
"PT TOTAL SOLUSINDO MESIN","Teknisi (Mesin Packaging)","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/pekerjaan-umum/teknisi/teknisi-mesin-packaging-pt-total-solusindo-mesin-jakarta-barat.html,"Posted Date: April 25, 2024"
"Umama Scarf","Host Livestreamer","Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/penjualan/e-commerce/host-livestreamer-umama-scarf-jakarta-pusat.html,"Posted Date: April 25, 2024"
"KOPERASI NUSA RAYA CIPTA",Marketing,"Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/perbankan-jasa-finansial/marketing-koperasi-nusa-raya-cipta-jakarta-utara.html,"Posted Date: April 25, 2024"
"Kidsworld Play and Learn","Admin E-Commerce","Jakarta Pusat","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/penjualan/e-commerce/admin-e-commerce-kidsworld-play-and-learn-jakarta-pusat.html,"Posted Date: April 25, 2024"
"Kidsworld Play and Learn",Kasir,"Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM",Freelance,https://www.loker.id/ritel/asisten-ritel/kasir-kidsworld-play-and-learn-jakarta-pusat.html,"Posted Date: April 25, 2024"
"Strategis Digital","Admin Officer","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/staf-admin/admin-officer-strategis-digital-jakarta-utara.html,"Posted Date: April 25, 2024"
"PT INTINUSA MITRA SUKSES","Staff Administrasi","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/staf-admin/staff-administrasi-pt-intinusa-mitra-sukses-jakarta-utara.html,"Posted Date: April 25, 2024"
"TRITUNGGAL ADHI PRATAMA",Collector,"Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/asuransi/collector/collector-tritunggal-adhi-pratama-jakarta-barat.html,"Posted Date: April 25, 2024"
"PT.METRO FAVORIT CITRAABADI","Crew Restoran","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/restaurant/koki/crew-restoran-pt-metro-favorit-citraabadi-jakarta-utara.html,"Updated:  April 26, 2024"
"Platinum Digital Printing","Sales Admin Staff","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/administrasi-penjualan/sales-admin-staff-platinum-digital-printing-jakarta-pusat-3.html,"Posted Date: April 25, 2024"
"Platinum Digital Printing","Kurir Staff","Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/transportation-logistics/kurir/kurir-staff-platinum-digital-printing-jakarta-pusat.html,"Posted Date: April 25, 2024"
"PT Grit Indonesia Maju","Business Development Executive","Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/penjualan/pengembangan-bisnis/business-development-executive-pt-grit-indonesia-maju-jakarta-utara.html,"Posted Date: April 24, 2024"
"PT Pasifik Cipta Solusi","Merchant Engagement Relationship","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/pekerjaan-umum/teknisi/merchant-engagement-relationship-pt-pasifik-cipta-solusi-jakarta-pusat.html,"Posted Date: April 24, 2024"
"PT. Maxindo Mitra Solusi","Finance Staff","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/finance-staff-pt-maxindo-mitra-solusi-jakarta-barat.html,"Posted Date: April 24, 2024"
"CV. Hai Tien Concrete Solution","Kepala Tukang/Mandor","Jakarta Utara","Rp.3 – 4 Juta","Supervisor / Coordinator","SMA / SMK / STM",Kontrak,https://www.loker.id/pekerjaan-umum/tukang-bangunan/kepala-tukang-mandor-cv-hai-tien-concrete-solution-jakarta-utara.html,"Posted Date: April 24, 2024"
"Central Media Jakarta","Operator Mesin Outdoor Digital Printing","Jakarta Pusat","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/pabrik-dan-manufaktur/operator-mesin/operator-mesin-outdoor-digital-printing-central-media-jakarta-jakarta-pusat.html,"Posted Date: April 24, 2024"
"Kukche Languages","Tutor/Pengajar Bahasa Mandarin","Jakarta Selatan","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pendidikan-pelatihan/tutor-instruktur/tutor-pengajar-bahasa-mandarin-kukche-languages-jakarta-selatan.html,"Posted Date: April 24, 2024"
"PT.METRO FAVORIT CITRAABADI","Staff Accounting","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-pt-metro-favorit-citraabadi-jakarta-barat.html,"Posted Date: April 24, 2024"
"PT Wadah Arta Agung","Sales Promotion Girl (SPG)","Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/property-real-estate/sales-promotion-girl-spg-pt-wadah-arta-agung-jakarta-pusat.html,"Posted Date: April 24, 2024"
"Portu Interior","Content creator / Social Media Specialist","Jakarta Selatan","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/pemasaran/pemasaran-digital/content-creator-social-media-specialist-portu-interior-jakarta-selatan.html,"Posted Date: April 24, 2024"
"Agnes Budhisurya","Design Grafis","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/desain-arsitektur/grafis/design-grafis-agnes-budhisurya-jakarta-selatan.html,"Posted Date: April 24, 2024"
"PT. HOLICINDO DASA ANUGERAH",Supir,"Jakarta Timur",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/transportation-logistics/driver/supir-pt-holicindo-dasa-anugerah-jakarta-timur.html,"Posted Date: April 24, 2024"
"CV. SICMA INTI UTAMA",Sales,"Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/ritel/asisten-ritel/sales-cv-sicma-inti-utama-jakarta-timur.html,"Posted Date: April 24, 2024"
"KOPERASI NUSA RAYA CIPTA","Staff Admin","Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/staf-admin/staff-admin-koperasi-nusa-raya-cipta-jakarta-utara.html,"Updated:  April 25, 2024"
"PT SUARA AGUNG","Staff Administrasi","Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/staf-admin/staff-administrasi-pt-suara-agung-jakarta-timur.html,"Posted Date: April 24, 2024"
"PT Indogear Transmisi Sistem","Admin Staff","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/staf-admin/admin-staff-pt-indogear-transmisi-sistem-jakarta-barat-11.html,"Posted Date: April 24, 2024"
"PT SUARA AGUNG","Marketing Excecutive","Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/komunikasi-pemasaran/marketing-excecutive-pt-suara-agung-jakarta-timur.html,"Posted Date: April 24, 2024"
"One Day One Juz Untuk Negeri","Customer Service / CRM","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/customer-care/customer-service/customer-service-crm-one-day-one-juz-untuk-negeri-jakarta-selatan.html,"Posted Date: April 24, 2024"
"PT Blackwater Indonesia",TeleMarketing,"Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/telemarketing-telesales/telemarketing-pt-blackwater-indonesia-jakarta-utara.html,"Posted Date: April 24, 2024"
"PT. Eurotek","Teknisi Security System","Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/pekerjaan-umum/teknisi/teknisi-security-system-pt-eurotek-jakarta-utara.html,"Posted Date: April 24, 2024"
"PT. Eurotek",Telemarketing,"Jakarta Utara","Rp.5 – 6 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/telemarketing-telesales/telemarketing-pt-eurotek-jakarta-utara.html,"Posted Date: April 24, 2024"
"PT. Eurotek","Admin E-Commerce","Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/penjualan/e-commerce/admin-e-commerce-pt-eurotek-jakarta-utara.html,"Posted Date: April 24, 2024"
"Ultima Andalan Group Companies",Cook,"Jakarta Selatan","Rp.1 - 2 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time",https://www.loker.id/restaurant/koki/cook-ultima-andalan-group-companies-jakarta-selatan.html,"Posted Date: April 24, 2024"
"PT. EVERGREEN SENTOSA",Kasir,"Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/ritel/asisten-ritel/kasir-pt-evergreen-sentosa-jakarta-utara.html,"Posted Date: April 24, 2024"
"PT. SUKSES MEGA PUTRI","Nail Artist / Nail Art Terapis","Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/kecantikan/beauty-care/nail-artist-nail-art-terapis-pt-sukses-mega-putri-jakarta-timur.html,"Posted Date: April 24, 2024"
"Kantor Notaris AURORA WINA MUTHMAINNAH, S.H., M.Kn.","Asisten Notaris","Jakarta Timur","Rp.1 - 2 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/staf-admin/asisten-notaris-kantor-notaris-aurora-wina-muthmainnah-s-h-m-kn-jakarta-timur.html,"Posted Date: April 23, 2024"
"Deta Yamaha Group","Staff Admin","Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/staf-admin/staff-admin-deta-yamaha-group-jakarta-pusat-2.html,"Posted Date: April 23, 2024"
"Kantor Konsultan S. Hanah, S.E.",Administrasi,"Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/administrasi/staf-admin/administrasi-kantor-konsultan-s-hanah-s-e-jakarta-pusat.html,"Posted Date: April 23, 2024"
TokoTas99,"Host Live Streaming","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Paruh Waktu / Part Time",https://www.loker.id/penjualan/e-commerce/host-live-streaming-tokotas99-jakarta-utara.html,"Posted Date: April 23, 2024"
"PT Sumberdaya Andalan Mandiri","Field Collector","Jakarta Selatan","Rp.4 – 5 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,https://www.loker.id/asuransi/collector/field-collector-pt-sumberdaya-andalan-mandiri-jakarta-selatan.html,"Posted Date: April 23, 2024"
"SANJAYA THANRY BAHTERA",Marketing,"Jakarta Utara",Negosiasi,"Supervisor / Coordinator",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/komunikasi-pemasaran/marketing-sanjaya-thanry-bahtera-jakarta-utara.html,"Posted Date: April 23, 2024"
"SANJAYA THANRY BAHTERA","Administrasi Pemberkasan","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/administrasi/staf-admin/administrasi-pemberkasan-sanjaya-thanry-bahtera-jakarta-utara.html,"Posted Date: April 23, 2024"
"PT Kartika Mas Jaya Agung","Tim Handling Bandara","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/hospitality-travel/tour-travel-agency/tim-handling-bandara-pt-kartika-mas-jaya-agung-jakarta-selatan.html,"Posted Date: April 23, 2024"
"PT. Sarana Multi Intermoda","Staff Admin Monitoring","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/transportation-logistics/logistik/staff-admin-monitoring-pt-sarana-multi-intermoda-jakarta-utara.html,"Posted Date: April 23, 2024"
Meadow,"Designer 3D Interior & Exterior","Jakarta Timur","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/desain-arsitektur/interior/designer-3d-interior-exterior-meadow-jakarta-timur.html,"Updated:  April 24, 2024"
"TUNAS DAIHATSU MATRAMAN",Marketing,"Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM",https://www.loker.id/ritel/asisten-ritel/marketing-tunas-daihatsu-matraman-jakarta-timur.html,"Posted Date: April 23, 2024"
"PT Awaliyah Bouraq Indonesia","Staff Marketing","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1",https://www.loker.id/pemasaran/komunikasi-pemasaran/staff-marketing-pt-awaliyah-bouraq-indonesia-jakarta-selatan.html,"Posted Date: April 23, 2024"
